id,batchnum,condition,case,consistency
5ea869c67d50722703c4fd3d,71,ind in groups,1,1
,72,group,0,0
,72,nominal,1,0
5d482ea821c9be351f7634d3,72,individual,1,0
5ea7a4e621028d2296a4dba0,72,individual,1,0
5ea87ef27d50722703c5358e,72,individual,1,1
,73,group,0,0
,73,nominal,1,0
5d482eab21c9be351f763e48,73,individual,1,0
5d482ea721c9be351f762cd9,73,ind in groups,0,0
5d482eab21c9be351f763e48,73,ind in groups,0,1
,74,group,0,1
,74,nominal,1,1
5d482ea421c9be351f762239,74,individual,1,0
5d482ea621c9be351f7629ec,74,individual,1,1
5d482ea421c9be351f762239,74,ind in groups,0,1
5d482ea521c9be351f76254e,74,ind in groups,0,1
5d482ea621c9be351f7629ec,74,ind in groups,0,1
5d482ea721c9be351f762d1d,74,ind in groups,0,1
5ea8542c7d50722703c4cbff,74,ind in groups,0,1
5ea86c327d50722703c5064e,74,ind in groups,0,1
,75,group,1,0
,75,nominal,0,1
5d482ea421c9be351f762375,75,individual,0,1
5d482ea421c9be351f762375,75,ind in groups,1,0
5d482ea521c9be351f7625d2,75,ind in groups,1,0
5d482ea621c9be351f762987,75,ind in groups,1,0
5e821b0450f6e364321d5460,75,ind in groups,1,1
5ea63b6a7c882f6974ff320c,75,ind in groups,1,1
5ea868d67d50722703c4f7a7,75,ind in groups,1,0
,76,group,0,0
,76,nominal,1,0
5d482ea521c9be351f762435,76,individual,1,0
5d482ea821c9be351f763100,76,individual,1,0
5d482ea921c9be351f763594,76,individual,1,0
5d482ea521c9be351f762435,76,ind in groups,0,0
5d482ea921c9be351f763594,76,ind in groups,0,0
,77,group,0,1
