id,batchnum,condition,case,consistency
5e9f366c9dc0406f8987761f,27,individual,1,1
5e9f38249dc0406f8987768b,27,individual,1,0
5d482ea721c9be351f762eeb,27,ind in groups,0,1
5d482ea821c9be351f763194,27,ind in groups,0,0
5d482ea821c9be351f7631eb,27,ind in groups,0,0
5d482eaa21c9be351f76399c,27,ind in groups,0,0
5d482eaa21c9be351f763b2d,27,ind in groups,0,1
5e9f366c9dc0406f8987761f,27,ind in groups,0,1
5e9f38249dc0406f8987768b,27,ind in groups,0,1
,28,group,0,1
,28,nominal,1,0
5d482ea821c9be351f7630e1,28,individual,1,1
5d482ea821c9be351f7633b5,28,individual,1,1
5d482eaa21c9be351f763b0f,28,individual,1,0
5d482eab21c9be351f763eae,28,individual,1,1
5ea0969c9dc0406f8988301d,28,individual,1,1
5ea0c87e9dc0406f898895c7,28,individual,1,1
5ea0ca2c9dc0406f89889629,28,individual,1,1
5d482ea821c9be351f7630e1,28,ind in groups,0,0
5d482ea821c9be351f7633b5,28,ind in groups,0,1
5d482eaa21c9be351f763b0f,28,ind in groups,0,1
5d482eab21c9be351f763eae,28,ind in groups,0,0
5ea0969c9dc0406f8988301d,28,ind in groups,0,1
5ea0c87e9dc0406f898895c7,28,ind in groups,0,0
5ea0ca2c9dc0406f89889629,28,ind in groups,0,0
,29,group,0,1
,29,nominal,1,1
5d482ea721c9be351f762f75,29,individual,1,1
5d482eaa21c9be351f763a60,29,individual,1,1
5d482eaa21c9be351f763a7c,29,individual,1,0
5d482eab21c9be351f763e96,29,individual,1,1
5d482eab21c9be351f7640f7,29,individual,1,1
5de2ba46b50e5a679ae873f9,29,individual,1,1
5e9f147a9dc0406f898754ae,29,individual,1,0
5d482ea721c9be351f762f75,29,ind in groups,0,1
5d482eaa21c9be351f763a60,29,ind in groups,0,1
5d482eaa21c9be351f763a7c,29,ind in groups,0,0
5d482eab21c9be351f763e96,29,ind in groups,0,0
5d482eab21c9be351f7640f7,29,ind in groups,0,1
5de2ba46b50e5a679ae873f9,29,ind in groups,0,1
5e9f147a9dc0406f898754ae,29,ind in groups,0,1
,30,group,0,1
,30,nominal,1,1
5d482eab21c9be351f763fb1,30,individual,1,1
5d482eab21c9be351f764111,30,individual,1,0
5ea06bb89dc0406f8987c3bf,30,individual,1,0
5ea07c529dc0406f8987f80b,30,individual,1,1
5ea0a13c9dc0406f89883cf0,30,individual,1,1
5ea0a7869dc0406f89885172,30,individual,1,1
5ea0a7ae9dc0406f898851f0,30,individual,1,1
5d482eab21c9be351f763fb1,30,ind in groups,0,1
5d482eab21c9be351f764111,30,ind in groups,0,0
5ea06bb89dc0406f8987c3bf,30,ind in groups,0,0
5ea07c529dc0406f8987f80b,30,ind in groups,0,1
5ea0a13c9dc0406f89883cf0,30,ind in groups,0,1
5ea0a7869dc0406f89885172,30,ind in groups,0,1
5ea0a7ae9dc0406f898851f0,30,ind in groups,0,0
,31,group,1,0
,31,nominal,0,1
5d482ea821c9be351f7630cf,31,individual,0,0
5d482ea821c9be351f763452,31,individual,0,1
5d482eaa21c9be351f763936,31,individual,0,0
5e9f3b1c9dc0406f89877985,31,individual,0,1
5ea0ce1e9dc0406f898899ba,31,individual,0,1
5ea0cefa9dc0406f89889adc,31,individual,0,1
5d482ea821c9be351f763452,31,ind in groups,1,1
5d482eaa21c9be351f763936,31,ind in groups,1,1
5e9f3b1c9dc0406f89877985,31,ind in groups,1,1
5ea0ce1e9dc0406f898899ba,31,ind in groups,1,1
5ea0cefa9dc0406f89889adc,31,ind in groups,1,0
,32,group,0,0
,32,nominal,1,1
5d482ea921c9be351f76358a,32,individual,1,1
