"","id","batchnum","condition","case","consistency","Segment"
"955","5ea75f18fd339b022f9cebb0",64,"individual",1,0,"Before"
"956","5d482ea521c9be351f7626d5",64,"ind in groups",0,1,"Before"
"957","5d482ea521c9be351f762725",64,"ind in groups",0,1,"Before"
"958","5d482ea621c9be351f76290a",64,"ind in groups",0,1,"Before"
"959","5d482ea621c9be351f762a5e",64,"ind in groups",0,1,"Before"
"960","5d482ea721c9be351f76300a",64,"ind in groups",0,0,"Before"
"961","5d482ea821c9be351f763292",64,"ind in groups",0,0,"Before"
"962","5ea75f18fd339b022f9cebb0",64,"ind in groups",0,1,"Before"
"963","",65,"group",1,0,"Before"
"964","",65,"nominal",0,0,"Before"
"965","5d482ea621c9be351f76278b",65,"individual",0,0,"Before"
"966","5d482ea621c9be351f762852",65,"individual",0,1,"Before"
"967","5d482ea621c9be351f762b47",65,"individual",0,1,"Before"
"968","5ea731503ecdad5547201baf",65,"individual",0,0,"Before"
"969","5ea733123ecdad55472021a0",65,"individual",0,1,"Before"
"970","5d482ea621c9be351f76278b",65,"ind in groups",1,1,"Before"
"971","5d482ea621c9be351f762852",65,"ind in groups",1,0,"Before"
"972","5d482ea621c9be351f762b47",65,"ind in groups",1,1,"Before"
"973","5ea731503ecdad5547201baf",65,"ind in groups",1,0,"Before"
"974","5ea733123ecdad55472021a0",65,"ind in groups",1,1,"Before"
"975","",66,"group",1,0,"Before"
"976","",66,"nominal",0,0,"Before"
"977","5d482ea721c9be351f762f97",66,"individual",0,1,"Before"
"978","5d482ea821c9be351f7630b3",66,"individual",0,1,"Before"
"979","5d482ea821c9be351f763229",66,"individual",0,1,"Before"
"980","5d482ea821c9be351f7631bd",66,"individual",0,0,"Before"
"981","5d482ea821c9be351f7634a7",66,"individual",0,1,"Before"
"982","5d482ea921c9be351f76366e",66,"individual",0,0,"Before"
"983","5d482ea721c9be351f762f97",66,"ind in groups",1,1,"Before"
"984","5d482ea821c9be351f7630b3",66,"ind in groups",1,1,"Before"
"985","5d482ea821c9be351f763229",66,"ind in groups",1,1,"Before"
"986","5d482ea821c9be351f7631bd",66,"ind in groups",1,0,"Before"
"987","5d482ea821c9be351f7634a7",66,"ind in groups",1,0,"Before"
"988","5d482ea921c9be351f76366e",66,"ind in groups",1,0,"Before"
"989","",67,"group",0,0,"Before"
"990","",67,"nominal",1,1,"Before"
"991","5d482ea521c9be351f762645",67,"individual",1,1,"Before"
"992","5d482ea821c9be351f763358",67,"individual",1,0,"Before"
"993","5d482ea821c9be351f7633c1",67,"individual",1,1,"Before"
"994","5d482eab21c9be351f763eff",67,"individual",1,1,"Before"
"995","5ea19fe2de5d74641b66c67a",67,"individual",1,1,"Before"
"996","5ea73b643ecdad5547203840",67,"individual",1,0,"Before"
"997","5ea75dc4fd339b022f9ceb9c",67,"individual",1,1,"Before"
"998","5ea788e421028d2296a48cb8",67,"individual",1,0,"Before"
"999","5d482ea521c9be351f762645",67,"ind in groups",0,0,"Before"
"1000","5d482ea821c9be351f763358",67,"ind in groups",0,1,"Before"
"1001","5d482ea821c9be351f7633c1",67,"ind in groups",0,1,"Before"
"1002","5d482eab21c9be351f763eff",67,"ind in groups",0,0,"Before"
"1003","5ea19fe2de5d74641b66c67a",67,"ind in groups",0,1,"Before"
"1004","5ea73b643ecdad5547203840",67,"ind in groups",0,1,"Before"
"1005","5ea75dc4fd339b022f9ceb9c",67,"ind in groups",0,1,"Before"
"1006","5ea788e421028d2296a48cb8",67,"ind in groups",0,0,"Before"
"1007","",68,"group",1,1,"Before"
"1008","",68,"nominal",0,1,"Before"
"1009","5d482ea821c9be351f7634eb",68,"individual",0,1,"Before"
"1010","5d482ea921c9be351f763891",68,"individual",0,1,"Before"
"1011","5d482eaa21c9be351f763bfe",68,"individual",0,0,"Before"
"1012","5d482eaa21c9be351f763c80",68,"individual",0,1,"Before"
"1013","5ea6fbae002f966295b200da",68,"individual",0,1,"Before"
"1014","5ea720023ecdad55471ff9bc",68,"individual",0,1,"Before"
"1015","5ea736e63ecdad5547202f44",68,"individual",0,0,"Before"
"1016","5d482ea821c9be351f7634eb",68,"ind in groups",1,1,"Before"
"1017","5d482ea921c9be351f763891",68,"ind in groups",1,1,"Before"
"1018","5d482eaa21c9be351f763bfe",68,"ind in groups",1,1,"Before"
"1019","5d482eaa21c9be351f763c80",68,"ind in groups",1,0,"Before"
"1020","5ea6fbae002f966295b200da",68,"ind in groups",1,1,"Before"
"1021","5ea720023ecdad55471ff9bc",68,"ind in groups",1,1,"Before"
"1022","5ea736e63ecdad5547202f44",68,"ind in groups",1,0,"Before"
"1023","",69,"group",1,0,"Before"
"1024","",69,"nominal",0,0,"Before"
"1025","5d482ea521c9be351f7625ef",69,"individual",0,1,"Before"
"1026","5d482eab21c9be351f764173",69,"individual",0,1,"Before"
"1027","5ea63e087c882f6974ff3233",69,"individual",0,0,"Before"
"1028","5ea6fc76002f966295b2010a",69,"individual",0,0,"Before"
"1029","5ea73a743ecdad554720364b",69,"individual",0,0,"Before"
"1030","5ea75d88fd339b022f9ceb96",69,"individual",0,1,"Before"
"1031","5d482ea521c9be351f7625ef",69,"ind in groups",1,0,"Before"
"1032","5d482eab21c9be351f764173",69,"ind in groups",1,0,"Before"
"1033","5ea63b2e7c882f6974ff3205",69,"ind in groups",1,1,"Before"
"1034","5ea63e087c882f6974ff3233",69,"ind in groups",1,1,"Before"
"1035","5ea6fc76002f966295b2010a",69,"ind in groups",1,0,"Before"
"1036","5ea73a743ecdad554720364b",69,"ind in groups",1,1,"Before"
"1037","5ea75d88fd339b022f9ceb96",69,"ind in groups",1,0,"Before"
"1038","",70,"group",0,0,"Before"
"1039","",70,"nominal",1,1,"Before"
"1040","5d482ea721c9be351f762df0",70,"individual",1,0,"Before"
"1041","5d482ea821c9be351f763134",70,"individual",1,0,"Before"
"1042","5d482ea821c9be351f7632bd",70,"individual",1,1,"Before"
"1043","5d482ea821c9be351f763398",70,"individual",1,1,"Before"
"1044","5ea888a27d50722703c540f0",70,"individual",1,0,"Before"
"1045","5d482ea721c9be351f762df0",70,"ind in groups",0,1,"Before"
"1046","5d482ea821c9be351f763134",70,"ind in groups",0,1,"Before"
"1047","5d482ea821c9be351f7632bd",70,"ind in groups",0,1,"Before"
"1048","5d482ea821c9be351f763398",70,"ind in groups",0,1,"Before"
"1049","5ea87ce07d50722703c533b8",70,"ind in groups",0,0,"Before"
"1050","5ea888a27d50722703c540f0",70,"ind in groups",0,1,"Before"
"1051","",71,"group",1,0,"Before"
"1052","",71,"nominal",0,1,"Before"
"1053","5d482ea621c9be351f76280f",71,"individual",0,1,"Before"
"1054","5d482ea721c9be351f762ca2",71,"individual",0,1,"Before"
"1055","5d482ea921c9be351f7636c4",71,"individual",0,1,"Before"
"1056","5d482ea921c9be351f7638ea",71,"individual",0,1,"Before"
"1057","5ea869c67d50722703c4fd3d",71,"individual",0,1,"Before"
"1058","5ea873447d50722703c5242f",71,"individual",0,1,"Before"
"1059","5ea877b87d50722703c52da7",71,"individual",0,1,"Before"
"1060","5ea8823a7d50722703c539e8",71,"individual",0,1,"Before"
"1061","5ea883c07d50722703c53b68",71,"individual",0,1,"Before"
"1062","5d482ea621c9be351f76280f",71,"ind in groups",1,0,"Before"
"1063","5d482ea721c9be351f762ca2",71,"ind in groups",1,1,"Before"
"1064","5d482ea921c9be351f7638ea",71,"ind in groups",1,0,"Before"
"1065","5ea869c67d50722703c4fd3d",71,"ind in groups",1,1,"Before"
"1066","5ea873447d50722703c5242f",71,"ind in groups",1,0,"Before"
"1067","5ea877b87d50722703c52da7",71,"ind in groups",1,0,"Before"
"1068","5ea8823a7d50722703c539e8",71,"ind in groups",1,0,"Before"
"1069","5ea883c07d50722703c53b68",71,"ind in groups",1,1,"Before"
"1070","",72,"group",0,0,"Before"
"1071","",72,"nominal",1,0,"Before"
"1072","5d482ea621c9be351f7627d8",72,"individual",1,1,"Before"
"1073","5d482ea721c9be351f762d10",72,"individual",1,1,"Before"
"1074","5d482ea821c9be351f7631fe",72,"individual",1,0,"Before"
"1075","5d482ea821c9be351f7634d3",72,"individual",1,0,"Before"
"1076","5ea7a4e621028d2296a4dba0",72,"individual",1,0,"Before"
"1077","5ea8684a7d50722703c4f614",72,"individual",1,0,"Before"
"1078","5ea8736c7d50722703c5247f",72,"individual",1,0,"Before"
"1079","5ea87ef27d50722703c5358e",72,"individual",1,1,"Before"
"1080","5d482ea621c9be351f7627d8",72,"ind in groups",0,0,"Before"
"1081","5d482ea721c9be351f762d10",72,"ind in groups",0,0,"Before"
"1082","5d482ea821c9be351f7631fe",72,"ind in groups",0,0,"Before"
"1083","5d482ea821c9be351f7634d3",72,"ind in groups",0,1,"Before"
"1084","5ea7a4e621028d2296a4dba0",72,"ind in groups",0,1,"Before"
"1085","5ea8736c7d50722703c5247f",72,"ind in groups",0,0,"Before"
"1086","5ea87ef27d50722703c5358e",72,"ind in groups",0,0,"Before"
"1087","",73,"group",0,1,"Before"
"1088","",73,"nominal",1,1,"Before"
"1089","5d482ea421c9be351f76239d",73,"individual",1,1,"Before"
"1090","5d482ea621c9be351f762773",73,"individual",1,1,"Before"
"1091","5d482ea721c9be351f762cd9",73,"individual",1,1,"Before"
"1092","5d482ea821c9be351f7633ec",73,"individual",1,1,"Before"
"1093","5d482eab21c9be351f763e48",73,"individual",1,0,"Before"
"1094","5d482ea421c9be351f76239d",73,"ind in groups",0,1,"Before"
"1095","5d482ea621c9be351f762773",73,"ind in groups",0,0,"Before"
"1096","5d482ea721c9be351f762cd9",73,"ind in groups",0,0,"Before"
"1097","5d482ea821c9be351f7633ec",73,"ind in groups",0,1,"Before"
"1098","5d482eab21c9be351f763e48",73,"ind in groups",0,1,"Before"
"1099","",74,"group",0,1,"Before"
"1100","",74,"nominal",1,1,"Before"
"1101","5d482ea421c9be351f762239",74,"individual",1,0,"Before"
"1102","5d482ea521c9be351f76254e",74,"individual",1,1,"Before"
"1103","5d482ea621c9be351f7629ec",74,"individual",1,1,"Before"
"1104","5d482ea721c9be351f762d1d",74,"individual",1,0,"Before"
"1105","5ea8542c7d50722703c4cbff",74,"individual",1,0,"Before"
"1106","5ea8628c7d50722703c4e085",74,"individual",1,0,"Before"
"1107","5ea8657a7d50722703c4eaac",74,"individual",1,0,"Before"
"1108","5ea868047d50722703c4f4ad",74,"individual",1,0,"Before"
"1109","5ea86c327d50722703c5064e",74,"individual",1,1,"Before"
"1110","5d482ea421c9be351f762239",74,"ind in groups",0,1,"Before"
"1111","5d482ea521c9be351f76254e",74,"ind in groups",0,1,"Before"
"1112","5d482ea621c9be351f7629ec",74,"ind in groups",0,0,"Before"
"1113","5d482ea721c9be351f762d1d",74,"ind in groups",0,1,"Before"
"1114","5ea8542c7d50722703c4cbff",74,"ind in groups",0,1,"Before"
"1115","5ea8628c7d50722703c4e085",74,"ind in groups",0,0,"Before"
"1116","5ea868047d50722703c4f4ad",74,"ind in groups",0,0,"Before"
"1117","5ea86c327d50722703c5064e",74,"ind in groups",0,1,"Before"
"1118","",75,"group",1,0,"Before"
"1119","",75,"nominal",0,0,"Before"
"1120","5d482ea421c9be351f762375",75,"individual",0,1,"Before"
"1121","5d482ea521c9be351f762412",75,"individual",0,0,"Before"
"1122","5d482ea521c9be351f7625d2",75,"individual",0,0,"Before"
"1123","5d482ea621c9be351f762987",75,"individual",0,0,"Before"
"1124","5e821b0450f6e364321d5460",75,"individual",0,1,"Before"
"1125","5ea63b6a7c882f6974ff320c",75,"individual",0,1,"Before"
"1126","5d482ea421c9be351f762375",75,"ind in groups",1,1,"Before"
"1127","5d482ea521c9be351f7625d2",75,"ind in groups",1,0,"Before"
"1128","5d482ea621c9be351f762987",75,"ind in groups",1,0,"Before"
"1129","5e821b0450f6e364321d5460",75,"ind in groups",1,0,"Before"
"1130","5ea63b6a7c882f6974ff320c",75,"ind in groups",1,1,"Before"
"1131","5ea868d67d50722703c4f7a7",75,"ind in groups",1,0,"Before"
"1132","",76,"group",0,0,"Before"
"1133","",76,"nominal",1,0,"Before"
"1134","5d482ea521c9be351f762435",76,"individual",1,0,"Before"
"1135","5d482ea621c9be351f762814",76,"individual",1,1,"Before"
"1136","5d482ea721c9be351f762bdf",76,"individual",1,1,"Before"
"1137","5d482ea821c9be351f763100",76,"individual",1,0,"Before"
"1138","5d482ea921c9be351f763594",76,"individual",1,0,"Before"
"1139","5ea0d8969dc0406f8988aeb0",76,"individual",1,1,"Before"
"1140","5d482ea521c9be351f762435",76,"ind in groups",0,1,"Before"
"1141","5d482ea621c9be351f762814",76,"ind in groups",0,0,"Before"
"1142","5d482ea721c9be351f762bdf",76,"ind in groups",0,1,"Before"
"1143","5d482ea821c9be351f763100",76,"ind in groups",0,0,"Before"
"1144","5d482ea921c9be351f763594",76,"ind in groups",0,1,"Before"
"1145","5ea0d8969dc0406f8988aeb0",76,"ind in groups",0,1,"Before"
"1146","",77,"group",0,0,"Before"
"1147","",77,"nominal",1,0,"Before"
"1148","5d482ea621c9be351f7627ca",77,"individual",1,1,"Before"
"1149","5d482ea921c9be351f7636f9",77,"individual",1,1,"Before"
"1150","5d482ea921c9be351f763877",77,"individual",1,1,"Before"
"1151","5ea85db47d50722703c4d40b",77,"individual",1,0,"Before"
"1152","5ea861c47d50722703c4dd0d",77,"individual",1,1,"Before"
"1153","5d482ea621c9be351f7627ca",77,"ind in groups",0,1,"Before"
"1154","5d482ea921c9be351f7636f9",77,"ind in groups",0,1,"Before"
"1155","5d482ea921c9be351f763877",77,"ind in groups",0,1,"Before"
"1156","5ea85db47d50722703c4d40b",77,"ind in groups",0,0,"Before"
"1157","5ea861c47d50722703c4dd0d",77,"ind in groups",0,1,"Before"
"1158","",78,"group",0,1,"Before"
"1159","",78,"nominal",1,1,"Before"
"1160","5d482ea521c9be351f7623ba",78,"individual",1,0,"Before"
"1161","5d482ea521c9be351f76251c",78,"individual",1,1,"Before"
"1162","5d482ea621c9be351f76286d",78,"individual",1,1,"Before"
"1163","5d482ea621c9be351f762a0f",78,"individual",1,1,"Before"
"1164","5d482ea921c9be351f763718",78,"individual",1,1,"Before"
"1165","5ea0d3aa9dc0406f8988a14d",78,"individual",1,0,"Before"
"1166","5ea7a48c21028d2296a4dae0",78,"individual",1,1,"Before"
"1167","5d482ea521c9be351f7623ba",78,"ind in groups",0,0,"Before"
"1168","5d482ea521c9be351f76251c",78,"ind in groups",0,1,"Before"
"1169","5d482ea621c9be351f76286d",78,"ind in groups",0,0,"Before"
"1170","5d482ea621c9be351f762a0f",78,"ind in groups",0,0,"Before"
"1171","5d482ea921c9be351f763718",78,"ind in groups",0,1,"Before"
"1172","5ea0d3aa9dc0406f8988a14d",78,"ind in groups",0,1,"Before"
"1173","5ea7a48c21028d2296a4dae0",78,"ind in groups",0,1,"Before"
"1174","",79,"group",0,0,"Before"
"1175","",79,"nominal",1,1,"Before"
"1176","5d482ea521c9be351f7624e8",79,"individual",1,1,"Before"
"1177","5d482ea621c9be351f7629fe",79,"individual",1,1,"Before"
"1178","5d482ea621c9be351f762b19",79,"individual",1,0,"Before"
"1179","5d482ea721c9be351f763076",79,"individual",1,0,"Before"
"1180","5d482eaa21c9be351f763dc0",79,"individual",1,0,"Before"
"1181","5ea85a267d50722703c4ce61",79,"individual",1,1,"Before"
"1182","5ea85ae47d50722703c4cee5",79,"individual",1,1,"Before"
"1183","5ea85e047d50722703c4d435",79,"individual",1,1,"Before"
"1184","5d482ea521c9be351f7624e8",79,"ind in groups",0,0,"Before"
"1185","5d482ea621c9be351f7629fe",79,"ind in groups",0,1,"Before"
"1186","5d482ea621c9be351f762b19",79,"ind in groups",0,1,"Before"
"1187","5d482ea721c9be351f763076",79,"ind in groups",0,1,"Before"
"1188","5d482eaa21c9be351f763dc0",79,"ind in groups",0,1,"Before"
"1189","5ea85a267d50722703c4ce61",79,"ind in groups",0,0,"Before"
"1190","5ea85ae47d50722703c4cee5",79,"ind in groups",0,0,"Before"
"1191","5ea85e047d50722703c4d435",79,"ind in groups",0,0,"Before"
"1192","",80,"group",0,1,"Before"
"1193","",80,"nominal",1,1,"Before"
"1194","5d482ea621c9be351f762797",80,"individual",1,1,"Before"
"1195","5d482ea621c9be351f762b30",80,"individual",1,1,"Before"
"1196","5d482ea721c9be351f762d36",80,"individual",1,1,"Before"
"1197","5d482ea821c9be351f763333",80,"individual",1,0,"Before"
"1198","5ea85cce7d50722703c4d14e",80,"individual",1,1,"Before"
"1199","5d482ea621c9be351f762797",80,"ind in groups",0,1,"Before"
"1200","5d482ea721c9be351f762cd5",80,"ind in groups",0,0,"Before"
"1201","5d482ea721c9be351f762d36",80,"ind in groups",0,1,"Before"
"1202","5d482ea821c9be351f763333",80,"ind in groups",0,1,"Before"
"1203","5ea85cce7d50722703c4d14e",80,"ind in groups",0,1,"Before"
"1204","",81,"group",1,0,"Before"
"1205","",81,"nominal",0,0,"Before"
"1206","5d482ea321c9be351f762157",81,"individual",0,1,"Before"
"1207","5d482ea721c9be351f762be3",81,"individual",0,0,"Before"
"1208","5d482ea721c9be351f762c4c",81,"individual",0,0,"Before"
"1209","5d482eab21c9be351f76403b",81,"individual",0,1,"Before"
"1210","5ea1c1c0de5d74641b6708c2",81,"individual",0,0,"Before"
"1211","5ea723c23ecdad55471ffbac",81,"individual",0,1,"Before"
"1212","5ea854c27d50722703c4cc0c",81,"individual",0,1,"Before"
"1213","5d482ea321c9be351f762157",81,"ind in groups",1,0,"Before"
"1214","5d482ea721c9be351f762be3",81,"ind in groups",1,0,"Before"
"1215","5d482ea721c9be351f762c4c",81,"ind in groups",1,1,"Before"
"1216","5d482eaa21c9be351f763c11",81,"ind in groups",1,1,"Before"
"1217","5d482eab21c9be351f76403b",81,"ind in groups",1,1,"Before"
"1218","5ea1c1c0de5d74641b6708c2",81,"ind in groups",1,1,"Before"
"1219","5ea723c23ecdad55471ffbac",81,"ind in groups",1,1,"Before"
"1220","5ea854c27d50722703c4cc0c",81,"ind in groups",1,0,"Before"
"1221","",82,"group",0,0,"Before"
"1222","",82,"nominal",1,0,"Before"
"1223","5d482ea821c9be351f763107",82,"individual",1,1,"Before"
"1224","5ea72fac3ecdad5547201425",82,"individual",1,0,"Before"
"1225","5ea761acfd339b022f9cebca",82,"individual",1,1,"Before"
"1226","5ea854c27d50722703c4cc0d",82,"individual",1,1,"Before"
"1227","5ea855b27d50722703c4cc50",82,"individual",1,1,"Before"
"1228","5d482ea821c9be351f763107",82,"ind in groups",0,0,"Before"
"1229","5ea72fac3ecdad5547201425",82,"ind in groups",0,0,"Before"
"1230","5ea761acfd339b022f9cebca",82,"ind in groups",0,0,"Before"
"1231","5ea854c27d50722703c4cc0d",82,"ind in groups",0,1,"Before"
"1232","5ea855b27d50722703c4cc50",82,"ind in groups",0,1,"Before"
"1233","",83,"group",0,0,"Before"
"1234","",83,"nominal",1,0,"Before"
"1235","5d482ea821c9be351f763420",83,"individual",1,1,"Before"
"1236","5d482eab21c9be351f763fcb",83,"individual",1,1,"Before"
"1237","5d482eab21c9be351f7641e1",83,"individual",1,1,"Before"
"1238","5ea6fa96002f966295b2007d",83,"individual",1,0,"Before"
"1239","5ea72d543ecdad5547200d0e",83,"individual",1,0,"Before"
"1240","5ea734163ecdad5547202554",83,"individual",1,0,"Before"
"1241","5ea7a36021028d2296a4d669",83,"individual",1,0,"Before"
"1242","5d482ea821c9be351f763420",83,"ind in groups",0,1,"Before"
"1243","5d482eab21c9be351f763fcb",83,"ind in groups",0,0,"Before"
"1244","5ea6fa96002f966295b2007d",83,"ind in groups",0,1,"Before"
"1245","5ea72d543ecdad5547200d0e",83,"ind in groups",0,1,"Before"
"1246","5ea734163ecdad5547202554",83,"ind in groups",0,1,"Before"
"1247","5ea7a36021028d2296a4d669",83,"ind in groups",0,1,"Before"
"1248","",84,"group",1,1,"Before"
"1249","",84,"nominal",0,1,"Before"
"1250","5d482ea721c9be351f763016",84,"individual",0,0,"Before"
"1251","5d482ea821c9be351f7633d4",84,"individual",0,1,"Before"
"1252","5d482eaa21c9be351f763987",84,"individual",0,0,"Before"
"1253","5ea7893e21028d2296a48cbe",84,"individual",0,1,"Before"
"1254","5ea872727d50722703c521d8",84,"individual",0,0,"Before"
"1255","5ea884567d50722703c53c2a",84,"individual",0,1,"Before"
"1256","5d482ea721c9be351f763016",84,"ind in groups",1,0,"Before"
"1257","5d482ea821c9be351f7633d4",84,"ind in groups",1,1,"Before"
"1258","5d482eaa21c9be351f763987",84,"ind in groups",1,1,"Before"
"1259","5ea1d1a6de5d74641b671766",84,"ind in groups",1,0,"Before"
"1260","5ea7893e21028d2296a48cbe",84,"ind in groups",1,1,"Before"
"1261","5ea872727d50722703c521d8",84,"ind in groups",1,0,"Before"
"1262","5ea884567d50722703c53c2a",84,"ind in groups",1,1,"Before"
"1263","",85,"group",1,1,"Before"
"1264","",85,"nominal",0,0,"Before"
"1265","5d482ea521c9be351f762430",85,"individual",0,0,"Before"
"1266","5d482ea621c9be351f762a8f",85,"individual",0,0,"Before"
"1267","5d482ea721c9be351f762c0a",85,"individual",0,0,"Before"
"1268","5d482ea721c9be351f762e4f",85,"individual",0,1,"Before"
"1269","5d482ea821c9be351f763240",85,"individual",0,1,"Before"
"1270","5d482ea921c9be351f763684",85,"individual",0,1,"Before"
"1271","5d482eaa21c9be351f763b94",85,"individual",0,0,"Before"
"1272","5d482eab21c9be351f763f30",85,"individual",0,0,"Before"
"1273","5d482ea521c9be351f762430",85,"ind in groups",1,1,"Before"
"1274","5d482ea621c9be351f762a8f",85,"ind in groups",1,1,"Before"
"1275","5d482ea721c9be351f762c0a",85,"ind in groups",1,1,"Before"
"1276","5d482ea921c9be351f763684",85,"ind in groups",1,1,"Before"
"1277","5d482eaa21c9be351f763b94",85,"ind in groups",1,1,"Before"
"1278","5d482eab21c9be351f763f30",85,"ind in groups",1,1,"Before"
"1279","",86,"group",0,0,"Before"
"1280","",86,"nominal",1,0,"Before"
"1281","5d482ea321c9be351f762150",86,"individual",1,0,"Before"
"1282","5d482ea421c9be351f762258",86,"individual",1,0,"Before"
"1283","5d482ea421c9be351f7621f0",86,"individual",1,1,"Before"
"1284","5d482ea421c9be351f7622e2",86,"individual",1,0,"Before"
"1285","5d482ea421c9be351f7622e3",86,"individual",1,1,"Before"
"1286","5d482ea621c9be351f762bba",86,"individual",1,0,"Before"
"1287","5d482ea321c9be351f762150",86,"ind in groups",0,0,"Before"
"1288","5d482ea421c9be351f762258",86,"ind in groups",0,0,"Before"
"1289","5d482ea421c9be351f7621f0",86,"ind in groups",0,0,"Before"
"1290","5d482ea421c9be351f7622e2",86,"ind in groups",0,1,"Before"
"1291","5d482ea421c9be351f7622e3",86,"ind in groups",0,1,"Before"
"1292","5d482ea621c9be351f762bba",86,"ind in groups",0,1,"Before"
"1293","",87,"group",0,0,"Before"
"1294","",87,"nominal",1,0,"Before"
"1295","5d482ea321c9be351f762055",87,"individual",1,0,"Before"
"1296","5d482ea321c9be351f7620a0",87,"individual",1,1,"Before"
"1297","5d482ea421c9be351f762297",87,"individual",1,1,"Before"
"1298","5d482ea421c9be351f762323",87,"individual",1,1,"Before"
"1299","5d482eab21c9be351f763f08",87,"individual",1,1,"Before"
"1300","5d482ea321c9be351f762055",87,"ind in groups",0,0,"Before"
"1301","5d482ea321c9be351f7620a0",87,"ind in groups",0,1,"Before"
"1302","5d482ea421c9be351f762297",87,"ind in groups",0,1,"Before"
"1303","5d482ea421c9be351f762323",87,"ind in groups",0,0,"Before"
"1304","5d482eab21c9be351f763f08",87,"ind in groups",0,1,"Before"
"1305","",88,"group",0,0,"Before"
"1306","",88,"nominal",1,1,"Before"
"1307","5d482ea221c9be351f761f3c",88,"individual",1,0,"Before"
"1308","5d482ea321c9be351f761f92",88,"individual",1,0,"Before"
"1309","5d482ea321c9be351f7620b3",88,"individual",1,1,"Before"
"1310","5d482ea721c9be351f762d97",88,"individual",1,0,"Before"
"1311","5d482ea721c9be351f76308a",88,"individual",1,0,"Before"
"1312","5d482ea321c9be351f761f92",88,"ind in groups",0,0,"Before"
"1313","5d482ea321c9be351f7620b3",88,"ind in groups",0,1,"Before"
"1314","5d482ea721c9be351f762d97",88,"ind in groups",0,1,"Before"
"1315","5d482ea721c9be351f76308a",88,"ind in groups",0,1,"Before"
"1316","",89,"group",1,1,"Before"
"1317","",89,"nominal",0,0,"Before"
"1318","5d482ea221c9be351f761f24",89,"individual",0,0,"Before"
"1319","5d482ea321c9be351f762063",89,"individual",0,0,"Before"
"1320","5d482ea321c9be351f7620dc",89,"individual",0,0,"Before"
"1321","5ea8b7c87d50722703c5605d",89,"individual",0,1,"Before"
"1322","5d482ea321c9be351f762063",89,"ind in groups",1,1,"Before"
"1323","5d482ea321c9be351f7620c3",89,"ind in groups",1,0,"Before"
"1324","5d482ea321c9be351f7620dc",89,"ind in groups",1,0,"Before"
"1325","5ea8b7c87d50722703c5605d",89,"ind in groups",1,0,"Before"
"1326","",90,"group",1,1,"Before"
"1327","",90,"nominal",0,1,"Before"
"1328","5d482ea221c9be351f761ec9",90,"individual",0,1,"Before"
"1329","5d482ea221c9be351f761f3b",90,"individual",0,1,"Before"
"1330","5d482ea221c9be351f761f7d",90,"individual",0,1,"Before"
"1331","5d482ea321c9be351f7620bc",90,"individual",0,1,"Before"
"1332","5d482ea321c9be351f76216f",90,"individual",0,1,"Before"
"1333","5d482ea621c9be351f7627f2",90,"individual",0,0,"Before"
"1334","5d482ea921c9be351f76367d",90,"individual",0,0,"Before"
"1335","5d482ea221c9be351f761ec9",90,"ind in groups",1,1,"Before"
"1336","5d482ea221c9be351f761f3b",90,"ind in groups",1,1,"Before"
"1337","5d482ea221c9be351f761f7d",90,"ind in groups",1,0,"Before"
"1338","5d482ea321c9be351f7620bc",90,"ind in groups",1,1,"Before"
"1339","5d482ea321c9be351f76216f",90,"ind in groups",1,1,"Before"
"1340","5d482ea621c9be351f7627f2",90,"ind in groups",1,1,"Before"
"1341","",91,"group",1,1,"Before"
"1342","",91,"nominal",0,1,"Before"
"1343","5d482ea221c9be351f761e9a",91,"individual",0,0,"Before"
"1344","5d482ea221c9be351f761f64",91,"individual",0,0,"Before"
"1345","5d482ea321c9be351f761fd3",91,"individual",0,1,"Before"
"1346","5d482ea321c9be351f762128",91,"individual",0,1,"Before"
"1347","5ea8caba7d50722703c59239",91,"individual",0,1,"Before"
"1348","5d482ea221c9be351f761e9a",91,"ind in groups",1,1,"Before"
"1349","5d482ea221c9be351f761f64",91,"ind in groups",1,1,"Before"
"1350","5d482ea321c9be351f761fd3",91,"ind in groups",1,0,"Before"
"1351","5d482ea321c9be351f762128",91,"ind in groups",1,0,"Before"
"1352","5ea8caba7d50722703c59239",91,"ind in groups",1,1,"Before"
"1353","",92,"group",1,1,"Before"
"1354","",92,"nominal",0,0,"Before"
"1355","5d482ea421c9be351f7623b9",92,"individual",0,0,"Before"
"1356","5d482ea521c9be351f762488",92,"individual",0,1,"Before"
"1357","5d482ea521c9be351f7626dd",92,"individual",0,0,"Before"
"1358","5d482ea621c9be351f7629f3",92,"individual",0,0,"Before"
"1359","5d482ea621c9be351f762bd4",92,"individual",0,1,"Before"
"1360","5d482ea821c9be351f7631bf",92,"individual",0,0,"Before"
"1361","5d482ea821c9be351f7630fa",92,"individual",0,0,"Before"
"1362","5d482ea421c9be351f7623b9",92,"ind in groups",1,0,"Before"
"1363","5d482ea521c9be351f762488",92,"ind in groups",1,0,"Before"
"1364","5d482ea521c9be351f7626dd",92,"ind in groups",1,0,"Before"
"1365","5d482ea621c9be351f7629f3",92,"ind in groups",1,1,"Before"
"1366","5d482ea621c9be351f762bd4",92,"ind in groups",1,0,"Before"
"1367","5d482ea821c9be351f7631bf",92,"ind in groups",1,0,"Before"
